record_id,student_id,student_name,gender,age,class,location,subject,attendance_percent,study_hours_per_week,assignment_marks,test_marks,exam_marks,final_score,final_grade,academic_term,academic_year,term_number,period
15491,384,Angela Kelly,Female,19,Form 2,Mombasa,History,94.3,1.1,73.8,79.0,70.6,73.8,B,Term 3,2023,3,2023-Term 3
15492,384,Angela Kelly,Female,19,Form 2,Mombasa,Biology,83.5,1.6,77.7,90.0,79.9,82.5,A,Term 3,2023,3,2023-Term 3
15493,384,Angela Kelly,Female,19,Form 2,Mombasa,English,72.0,0.6,71.9,68.0,85.6,77.6,B,Term 3,2023,3,2023-Term 3
15494,384,Angela Kelly,Female,19,Form 2,Mombasa,Computer Science,77.7,4.4,69.7,83.7,71.5,74.8,B,Term 3,2023,3,2023-Term 3
15495,384,Angela Kelly,Female,19,Form 2,Mombasa,Computer Science,69.7,0.0,55.5,57.9,58.5,57.7,D,Term 1,2024,1,2024-Term 1
15496,384,Angela Kelly,Female,19,Form 2,Mombasa,Physics,90.8,0.4,70.6,57.8,62.4,62.7,C,Term 1,2024,1,2024-Term 1
15497,384,Angela Kelly,Female,19,Form 2,Mombasa,History,67.6,4.0,70.5,83.5,83.8,81.1,A,Term 1,2024,1,2024-Term 1
15498,384,Angela Kelly,Female,19,Form 2,Mombasa,Biology,57.1,3.3,67.7,70.2,69.1,69.2,C,Term 1,2024,1,2024-Term 1
15499,384,Angela Kelly,Female,19,Form 2,Mombasa,English,78.9,2.4,72.4,63.3,75.2,71.1,B,Term 2,2024,2,2024-Term 2
15500,384,Angela Kelly,Female,19,Form 2,Mombasa,Computer Science,80.2,2.7,70.5,67.0,78.4,73.4,B,Term 2,2024,2,2024-Term 2
15501,384,Angela Kelly,Female,19,Form 2,Mombasa,History,77.6,3.1,64.3,69.0,75.2,71.2,B,Term 2,2024,2,2024-Term 2
15502,384,Angela Kelly,Female,19,Form 2,Mombasa,Mathematics,92.4,4.1,74.7,73.8,80.2,77.2,B,Term 2,2024,2,2024-Term 2
15503,384,Angela Kelly,Female,19,Form 2,Mombasa,English,87.1,2.1,78.7,78.1,75.5,76.9,B,Term 3,2024,3,2024-Term 3
15504,384,Angela Kelly,Female,19,Form 2,Mombasa,History,75.4,2.4,78.7,97.8,99.6,94.9,A,Term 3,2024,3,2024-Term 3
15505,384,Angela Kelly,Female,19,Form 2,Mombasa,Computer Science,69.0,2.1,64.3,63.1,73.0,68.3,C,Term 3,2024,3,2024-Term 3
15506,384,Angela Kelly,Female,19,Form 2,Mombasa,Physics,84.6,3.8,75.5,71.4,80.4,76.7,B,Term 3,2024,3,2024-Term 3
15507,384,Angela Kelly,Female,19,Form 2,Mombasa,Mathematics,92.2,1.3,79.1,69.7,66.2,69.8,C,Term 3,2024,3,2024-Term 3
15508,384,Angela Kelly,Female,19,Form 2,Mombasa,Biology,79.2,2.2,76.5,74.6,74.9,75.1,B,Term 3,2024,3,2024-Term 3
15509,384,Angela Kelly,Female,19,Form 2,Mombasa,Physics,79.6,3.4,75.5,84.4,71.0,75.9,B,Term 1,2025,1,2025-Term 1
15510,384,Angela Kelly,Female,19,Form 2,Mombasa,Biology,92.5,0.7,83.7,73.4,74.7,76.1,B,Term 1,2025,1,2025-Term 1
15511,384,Angela Kelly,Female,19,Form 2,Mombasa,English,63.0,0.4,62.6,69.0,59.4,62.9,C,Term 1,2025,1,2025-Term 1
15512,384,Angela Kelly,Female,19,Form 2,Mombasa,History,80.7,1.1,69.4,73.0,68.5,70.0,B,Term 1,2025,1,2025-Term 1
15513,384,Angela Kelly,Female,19,Form 2,Mombasa,Mathematics,91.4,3.0,80.4,82.1,73.9,77.6,B,Term 1,2025,1,2025-Term 1
15514,384,Angela Kelly,Female,19,Form 2,Mombasa,English,100.0,3.4,79.4,84.1,87.9,85.1,A,Term 2,2025,2,2025-Term 2
15515,384,Angela Kelly,Female,19,Form 2,Mombasa,Biology,82.9,3.3,65.0,63.8,71.1,67.7,C,Term 2,2025,2,2025-Term 2
15516,384,Angela Kelly,Female,19,Form 2,Mombasa,History,70.7,0.0,58.8,67.8,63.7,63.9,C,Term 2,2025,2,2025-Term 2
15517,384,Angela Kelly,Female,19,Form 2,Mombasa,Mathematics,71.2,1.7,57.4,63.7,68.8,65.0,C,Term 2,2025,2,2025-Term 2
15518,384,Angela Kelly,Female,19,Form 2,Mombasa,Mathematics,72.1,1.2,68.0,67.0,53.4,60.4,C,Term 3,2025,3,2025-Term 3
15519,384,Angela Kelly,Female,19,Form 2,Mombasa,Biology,91.2,5.0,79.8,83.4,85.4,83.7,A,Term 3,2025,3,2025-Term 3
15520,384,Angela Kelly,Female,19,Form 2,Mombasa,History,81.2,2.1,69.5,73.1,62.8,67.2,C,Term 3,2025,3,2025-Term 3
15521,384,Angela Kelly,Female,19,Form 2,Mombasa,Computer Science,93.7,6.0,76.9,74.8,77.0,76.3,B,Term 3,2025,3,2025-Term 3
15522,384,Angela Kelly,Female,19,Form 2,Mombasa,Physics,99.4,2.1,75.4,63.4,73.3,70.8,B,Term 3,2025,3,2025-Term 3
15523,385,Alicia Ashley,Female,14,Form 4,Mombasa,History,97.2,0.4,76.5,74.6,67.0,71.2,B,Term 1,2023,1,2023-Term 1
15524,385,Alicia Ashley,Female,14,Form 4,Mombasa,English,94.3,3.5,75.9,82.9,69.5,74.8,B,Term 1,2023,1,2023-Term 1
15525,385,Alicia Ashley,Female,14,Form 4,Mombasa,Biology,96.2,6.3,88.8,78.2,73.2,77.8,B,Term 1,2023,1,2023-Term 1
15526,385,Alicia Ashley,Female,14,Form 4,Mombasa,Mathematics,76.1,3.6,73.0,72.8,67.5,70.2,B,Term 2,2023,2,2023-Term 2
15527,385,Alicia Ashley,Female,14,Form 4,Mombasa,History,69.7,2.9,61.2,63.2,42.2,52.3,D,Term 2,2023,2,2023-Term 2
15528,385,Alicia Ashley,Female,14,Form 4,Mombasa,English,94.6,2.5,74.0,74.4,90.1,82.2,A,Term 2,2023,2,2023-Term 2
15529,385,Alicia Ashley,Female,14,Form 4,Mombasa,Computer Science,68.4,2.2,55.0,60.8,73.8,66.2,C,Term 2,2023,2,2023-Term 2
15530,385,Alicia Ashley,Female,14,Form 4,Mombasa,Biology,69.1,3.2,74.3,64.4,73.1,70.7,B,Term 2,2023,2,2023-Term 2
15531,385,Alicia Ashley,Female,14,Form 4,Mombasa,Physics,70.2,2.6,69.3,77.3,72.9,73.5,B,Term 2,2023,2,2023-Term 2
15532,385,Alicia Ashley,Female,14,Form 4,Mombasa,Mathematics,89.6,0.0,65.0,65.4,83.1,74.2,B,Term 3,2023,3,2023-Term 3
15533,385,Alicia Ashley,Female,14,Form 4,Mombasa,Biology,81.2,2.3,75.6,69.3,86.2,79.0,B,Term 3,2023,3,2023-Term 3
15534,385,Alicia Ashley,Female,14,Form 4,Mombasa,Computer Science,84.6,1.1,58.6,55.4,62.6,59.6,D,Term 3,2023,3,2023-Term 3
15535,385,Alicia Ashley,Female,14,Form 4,Mombasa,Biology,81.2,3.6,81.4,84.3,81.1,82.1,A,Term 1,2024,1,2024-Term 1
15536,385,Alicia Ashley,Female,14,Form 4,Mombasa,Mathematics,85.6,4.5,74.7,69.7,71.2,71.4,B,Term 1,2024,1,2024-Term 1
15537,385,Alicia Ashley,Female,14,Form 4,Mombasa,Physics,85.2,2.5,72.1,67.0,52.7,60.9,C,Term 1,2024,1,2024-Term 1
15538,385,Alicia Ashley,Female,14,Form 4,Mombasa,Computer Science,69.8,5.6,78.0,78.0,77.7,77.8,B,Term 1,2024,1,2024-Term 1
15539,385,Alicia Ashley,Female,14,Form 4,Mombasa,History,92.9,4.4,79.3,96.8,82.0,85.9,A,Term 2,2024,2,2024-Term 2
15540,385,Alicia Ashley,Female,14,Form 4,Mombasa,Computer Science,90.4,3.4,62.8,65.1,58.8,61.5,C,Term 2,2024,2,2024-Term 2
15541,385,Alicia Ashley,Female,14,Form 4,Mombasa,English,67.2,2.3,77.6,71.0,76.6,75.1,B,Term 2,2024,2,2024-Term 2
15542,385,Alicia Ashley,Female,14,Form 4,Mombasa,Physics,68.4,3.0,51.3,62.8,52.4,55.3,D,Term 2,2024,2,2024-Term 2
15543,385,Alicia Ashley,Female,14,Form 4,Mombasa,Biology,77.3,2.8,61.6,73.4,98.9,83.8,A,Term 3,2024,3,2024-Term 3
15544,385,Alicia Ashley,Female,14,Form 4,Mombasa,Computer Science,93.4,3.7,77.2,68.7,74.9,73.5,B,Term 3,2024,3,2024-Term 3
15545,385,Alicia Ashley,Female,14,Form 4,Mombasa,Physics,80.5,4.7,78.3,73.4,74.2,74.8,B,Term 3,2024,3,2024-Term 3
15546,385,Alicia Ashley,Female,14,Form 4,Mombasa,Biology,64.2,3.3,59.2,68.1,63.0,63.8,C,Term 1,2025,1,2025-Term 1
15547,385,Alicia Ashley,Female,14,Form 4,Mombasa,Computer Science,85.0,4.8,80.8,67.4,78.0,75.4,B,Term 1,2025,1,2025-Term 1
15548,385,Alicia Ashley,Female,14,Form 4,Mombasa,English,80.9,3.0,63.0,67.2,59.0,62.3,C,Term 1,2025,1,2025-Term 1
15549,385,Alicia Ashley,Female,14,Form 4,Mombasa,History,86.2,2.0,81.4,69.0,62.7,68.4,C,Term 1,2025,1,2025-Term 1
15550,385,Alicia Ashley,Female,14,Form 4,Mombasa,Physics,89.1,2.5,64.3,69.7,68.3,67.9,C,Term 1,2025,1,2025-Term 1
15551,385,Alicia Ashley,Female,14,Form 4,Mombasa,English,94.6,3.6,82.6,85.8,82.0,83.3,A,Term 2,2025,2,2025-Term 2
15552,385,Alicia Ashley,Female,14,Form 4,Mombasa,Computer Science,99.8,3.7,68.6,71.1,69.3,69.7,C,Term 2,2025,2,2025-Term 2
15553,385,Alicia Ashley,Female,14,Form 4,Mombasa,History,90.1,2.2,77.0,62.7,64.8,66.6,C,Term 2,2025,2,2025-Term 2
15554,385,Alicia Ashley,Female,14,Form 4,Mombasa,Mathematics,100.0,2.4,85.9,71.4,73.6,75.4,B,Term 2,2025,2,2025-Term 2
15555,385,Alicia Ashley,Female,14,Form 4,Mombasa,Physics,82.1,2.0,75.0,73.8,71.9,73.1,B,Term 2,2025,2,2025-Term 2
15556,385,Alicia Ashley,Female,14,Form 4,Mombasa,English,87.8,4.8,87.5,80.0,84.8,83.9,A,Term 3,2025,3,2025-Term 3
15557,385,Alicia Ashley,Female,14,Form 4,Mombasa,History,88.8,4.6,83.8,86.2,88.8,87.0,A,Term 3,2025,3,2025-Term 3
15558,385,Alicia Ashley,Female,14,Form 4,Mombasa,Mathematics,96.6,1.9,73.4,84.2,75.7,77.8,B,Term 3,2025,3,2025-Term 3
15559,385,Alicia Ashley,Female,14,Form 4,Mombasa,Physics,84.4,1.7,77.2,71.6,68.8,71.3,B,Term 3,2025,3,2025-Term 3
15560,386,Victoria Coleman,Female,18,Form 1,Mombasa,Physics,97.1,2.9,87.7,86.0,89.3,88.0,A,Term 1,2023,1,2023-Term 1
15561,386,Victoria Coleman,Female,18,Form 1,Mombasa,English,84.7,6.8,86.8,89.2,69.1,78.7,B,Term 1,2023,1,2023-Term 1
15562,386,Victoria Coleman,Female,18,Form 1,Mombasa,Computer Science,63.1,1.0,79.8,74.7,79.8,78.3,B,Term 1,2023,1,2023-Term 1
15563,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,86.0,2.2,83.6,77.2,79.1,79.4,B,Term 1,2023,1,2023-Term 1
15564,386,Victoria Coleman,Female,18,Form 1,Mombasa,Mathematics,73.8,4.0,88.2,87.9,70.6,79.3,B,Term 1,2023,1,2023-Term 1
15565,386,Victoria Coleman,Female,18,Form 1,Mombasa,English,85.9,3.1,94.7,100.0,100.0,98.9,A,Term 2,2023,2,2023-Term 2
15566,386,Victoria Coleman,Female,18,Form 1,Mombasa,Physics,64.5,5.0,87.9,84.1,84.1,84.8,A,Term 2,2023,2,2023-Term 2
15567,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,73.9,2.1,95.0,79.4,83.7,84.6,A,Term 2,2023,2,2023-Term 2
15568,386,Victoria Coleman,Female,18,Form 1,Mombasa,Mathematics,84.6,3.3,99.7,81.9,89.3,89.2,A,Term 2,2023,2,2023-Term 2
15569,386,Victoria Coleman,Female,18,Form 1,Mombasa,English,92.4,2.7,78.2,84.4,81.2,81.5,A,Term 3,2023,3,2023-Term 3
15570,386,Victoria Coleman,Female,18,Form 1,Mombasa,History,100.0,2.8,95.0,88.2,95.0,93.0,A,Term 3,2023,3,2023-Term 3
15571,386,Victoria Coleman,Female,18,Form 1,Mombasa,Physics,100.0,5.2,100.0,100.0,92.3,96.2,A,Term 3,2023,3,2023-Term 3
15572,386,Victoria Coleman,Female,18,Form 1,Mombasa,Mathematics,68.9,6.0,97.6,81.4,79.0,83.4,A,Term 3,2023,3,2023-Term 3
15573,386,Victoria Coleman,Female,18,Form 1,Mombasa,Computer Science,89.9,0.6,100.0,100.0,87.8,93.9,A,Term 3,2023,3,2023-Term 3
15574,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,94.9,4.8,100.0,100.0,88.5,94.2,A,Term 3,2023,3,2023-Term 3
15575,386,Victoria Coleman,Female,18,Form 1,Mombasa,English,77.6,2.5,81.9,86.0,81.8,83.1,A,Term 1,2024,1,2024-Term 1
15576,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,100.0,3.5,92.6,97.3,73.8,84.6,A,Term 1,2024,1,2024-Term 1
15577,386,Victoria Coleman,Female,18,Form 1,Mombasa,Computer Science,99.6,3.6,100.0,100.0,91.8,95.9,A,Term 1,2024,1,2024-Term 1
15578,386,Victoria Coleman,Female,18,Form 1,Mombasa,Mathematics,48.4,6.3,87.7,87.5,85.7,86.6,A,Term 1,2024,1,2024-Term 1
15579,386,Victoria Coleman,Female,18,Form 1,Mombasa,Physics,81.8,2.9,88.6,96.1,95.6,94.4,A,Term 1,2024,1,2024-Term 1
15580,386,Victoria Coleman,Female,18,Form 1,Mombasa,History,76.7,3.3,85.0,93.7,88.9,89.6,A,Term 1,2024,1,2024-Term 1
15581,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,81.2,1.6,86.8,89.9,95.9,92.3,A,Term 2,2024,2,2024-Term 2
15582,386,Victoria Coleman,Female,18,Form 1,Mombasa,Computer Science,74.0,3.2,80.0,78.5,91.4,85.3,A,Term 2,2024,2,2024-Term 2
15583,386,Victoria Coleman,Female,18,Form 1,Mombasa,Physics,84.2,2.0,90.2,74.1,78.6,79.6,B,Term 2,2024,2,2024-Term 2
15584,386,Victoria Coleman,Female,18,Form 1,Mombasa,Mathematics,71.6,3.3,87.6,87.8,77.7,82.7,A,Term 2,2024,2,2024-Term 2
15585,386,Victoria Coleman,Female,18,Form 1,Mombasa,History,72.7,3.9,79.4,87.4,82.4,83.3,A,Term 2,2024,2,2024-Term 2
15586,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,75.2,4.1,86.5,80.8,74.4,78.7,B,Term 3,2024,3,2024-Term 3
15587,386,Victoria Coleman,Female,18,Form 1,Mombasa,Physics,80.9,4.8,100.0,100.0,100.0,100.0,A,Term 3,2024,3,2024-Term 3
15588,386,Victoria Coleman,Female,18,Form 1,Mombasa,English,80.0,1.1,90.0,91.4,87.2,89.0,A,Term 3,2024,3,2024-Term 3
15589,386,Victoria Coleman,Female,18,Form 1,Mombasa,Mathematics,85.4,0.9,93.9,79.7,93.3,89.3,A,Term 1,2025,1,2025-Term 1
15590,386,Victoria Coleman,Female,18,Form 1,Mombasa,History,82.8,3.8,88.3,87.5,91.2,89.6,A,Term 1,2025,1,2025-Term 1
15591,386,Victoria Coleman,Female,18,Form 1,Mombasa,Physics,80.2,6.0,90.7,100.0,94.5,95.4,A,Term 1,2025,1,2025-Term 1
15592,386,Victoria Coleman,Female,18,Form 1,Mombasa,Computer Science,91.1,2.9,100.0,100.0,100.0,100.0,A,Term 1,2025,1,2025-Term 1
15593,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,61.2,0.7,73.1,72.8,87.6,80.3,A,Term 1,2025,1,2025-Term 1
15594,386,Victoria Coleman,Female,18,Form 1,Mombasa,English,75.4,2.1,89.4,92.1,100.0,95.5,A,Term 2,2025,2,2025-Term 2
15595,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,90.6,5.4,86.2,97.5,91.7,92.4,A,Term 2,2025,2,2025-Term 2
15596,386,Victoria Coleman,Female,18,Form 1,Mombasa,Computer Science,98.7,2.4,87.0,88.2,88.8,88.3,A,Term 2,2025,2,2025-Term 2
15597,386,Victoria Coleman,Female,18,Form 1,Mombasa,Computer Science,83.5,5.0,92.4,92.9,90.5,91.6,A,Term 3,2025,3,2025-Term 3
15598,386,Victoria Coleman,Female,18,Form 1,Mombasa,Mathematics,86.5,2.3,82.5,77.2,85.2,82.2,A,Term 3,2025,3,2025-Term 3
15599,386,Victoria Coleman,Female,18,Form 1,Mombasa,Physics,78.8,4.3,100.0,100.0,98.1,99.1,A,Term 3,2025,3,2025-Term 3
15600,386,Victoria Coleman,Female,18,Form 1,Mombasa,Biology,92.0,2.4,87.7,96.5,85.7,89.3,A,Term 3,2025,3,2025-Term 3
15601,386,Victoria Coleman,Female,18,Form 1,Mombasa,English,91.0,1.5,74.3,76.4,84.7,80.1,A,Term 3,2025,3,2025-Term 3
15602,386,Victoria Coleman,Female,18,Form 1,Mombasa,History,79.7,5.4,96.8,99.6,89.5,94.0,A,Term 3,2025,3,2025-Term 3
15603,387,Kelly Martinez,Male,18,Form 4,Nairobi,Biology,80.2,3.3,71.1,57.6,77.6,70.3,B,Term 1,2023,1,2023-Term 1
15604,387,Kelly Martinez,Male,18,Form 4,Nairobi,Mathematics,81.8,4.1,80.3,85.4,82.2,82.8,A,Term 1,2023,1,2023-Term 1
15605,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,85.2,2.3,77.0,86.3,67.6,75.1,B,Term 1,2023,1,2023-Term 1
15606,387,Kelly Martinez,Male,18,Form 4,Nairobi,Computer Science,76.1,1.3,74.2,60.4,64.4,65.2,C,Term 1,2023,1,2023-Term 1
15607,387,Kelly Martinez,Male,18,Form 4,Nairobi,English,70.7,4.5,76.2,64.1,62.7,65.8,C,Term 1,2023,1,2023-Term 1
15608,387,Kelly Martinez,Male,18,Form 4,Nairobi,Mathematics,95.1,4.9,86.9,73.1,91.5,85.1,A,Term 2,2023,2,2023-Term 2
15609,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,77.1,5.7,80.8,77.0,90.6,84.6,A,Term 2,2023,2,2023-Term 2
15610,387,Kelly Martinez,Male,18,Form 4,Nairobi,History,74.8,0.9,69.2,75.3,51.2,62.0,C,Term 2,2023,2,2023-Term 2
15611,387,Kelly Martinez,Male,18,Form 4,Nairobi,English,94.7,2.9,70.9,75.4,83.3,78.4,B,Term 2,2023,2,2023-Term 2
15612,387,Kelly Martinez,Male,18,Form 4,Nairobi,Computer Science,82.0,2.8,67.8,68.0,58.7,63.3,C,Term 2,2023,2,2023-Term 2
15613,387,Kelly Martinez,Male,18,Form 4,Nairobi,Biology,76.4,3.9,72.8,69.2,65.8,68.2,C,Term 2,2023,2,2023-Term 2
15614,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,92.2,4.0,78.5,79.0,70.0,74.4,B,Term 3,2023,3,2023-Term 3
15615,387,Kelly Martinez,Male,18,Form 4,Nairobi,Mathematics,83.7,3.6,83.8,79.6,80.3,80.8,A,Term 3,2023,3,2023-Term 3
15616,387,Kelly Martinez,Male,18,Form 4,Nairobi,Biology,71.1,7.0,67.0,66.2,67.3,66.9,C,Term 3,2023,3,2023-Term 3
15617,387,Kelly Martinez,Male,18,Form 4,Nairobi,Mathematics,73.2,0.6,66.5,54.3,66.8,63.0,C,Term 1,2024,1,2024-Term 1
15618,387,Kelly Martinez,Male,18,Form 4,Nairobi,Computer Science,86.4,0.6,70.7,63.0,71.4,68.8,C,Term 1,2024,1,2024-Term 1
15619,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,98.3,3.1,67.5,84.3,69.9,73.7,B,Term 1,2024,1,2024-Term 1
15620,387,Kelly Martinez,Male,18,Form 4,Nairobi,English,79.6,4.3,69.5,77.8,72.5,73.5,B,Term 1,2024,1,2024-Term 1
15621,387,Kelly Martinez,Male,18,Form 4,Nairobi,Biology,93.8,1.3,63.9,78.2,79.9,76.2,B,Term 1,2024,1,2024-Term 1
15622,387,Kelly Martinez,Male,18,Form 4,Nairobi,Mathematics,73.0,4.3,59.6,72.6,64.1,65.7,C,Term 2,2024,2,2024-Term 2
15623,387,Kelly Martinez,Male,18,Form 4,Nairobi,History,91.3,5.0,69.6,74.9,80.9,76.8,B,Term 2,2024,2,2024-Term 2
15624,387,Kelly Martinez,Male,18,Form 4,Nairobi,Computer Science,75.9,3.7,81.5,78.5,62.1,70.9,B,Term 2,2024,2,2024-Term 2
15625,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,79.0,2.7,56.4,63.7,67.8,64.3,C,Term 2,2024,2,2024-Term 2
15626,387,Kelly Martinez,Male,18,Form 4,Nairobi,English,86.4,6.4,78.8,78.0,78.4,78.3,B,Term 2,2024,2,2024-Term 2
15627,387,Kelly Martinez,Male,18,Form 4,Nairobi,History,78.1,3.3,63.4,63.1,67.2,65.2,C,Term 3,2024,3,2024-Term 3
15628,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,77.9,1.9,64.1,57.1,67.8,63.8,C,Term 3,2024,3,2024-Term 3
15629,387,Kelly Martinez,Male,18,Form 4,Nairobi,Biology,85.7,1.4,74.9,69.9,89.2,80.5,A,Term 3,2024,3,2024-Term 3
15630,387,Kelly Martinez,Male,18,Form 4,Nairobi,Computer Science,81.9,3.5,78.9,84.2,73.8,77.9,B,Term 3,2024,3,2024-Term 3
15631,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,82.7,4.4,72.3,66.5,86.2,77.5,B,Term 1,2025,1,2025-Term 1
15632,387,Kelly Martinez,Male,18,Form 4,Nairobi,English,92.9,5.7,81.3,79.7,79.2,79.8,B,Term 1,2025,1,2025-Term 1
15633,387,Kelly Martinez,Male,18,Form 4,Nairobi,Mathematics,98.6,1.6,64.7,57.3,51.4,55.8,D,Term 1,2025,1,2025-Term 1
15634,387,Kelly Martinez,Male,18,Form 4,Nairobi,History,80.3,4.1,67.2,79.8,62.2,68.5,C,Term 1,2025,1,2025-Term 1
15635,387,Kelly Martinez,Male,18,Form 4,Nairobi,Biology,63.5,0.7,68.3,78.2,79.1,76.7,B,Term 1,2025,1,2025-Term 1
15636,387,Kelly Martinez,Male,18,Form 4,Nairobi,Computer Science,62.7,3.1,64.9,61.3,74.3,68.6,C,Term 1,2025,1,2025-Term 1
15637,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,70.0,3.4,77.3,78.5,83.1,80.6,A,Term 2,2025,2,2025-Term 2
15638,387,Kelly Martinez,Male,18,Form 4,Nairobi,English,71.9,5.5,65.6,78.5,76.0,74.7,B,Term 2,2025,2,2025-Term 2
15639,387,Kelly Martinez,Male,18,Form 4,Nairobi,Biology,65.0,4.3,71.2,67.7,81.5,75.3,B,Term 2,2025,2,2025-Term 2
15640,387,Kelly Martinez,Male,18,Form 4,Nairobi,Computer Science,97.8,4.0,63.1,63.4,76.9,70.1,B,Term 3,2025,3,2025-Term 3
15641,387,Kelly Martinez,Male,18,Form 4,Nairobi,Mathematics,78.8,3.9,75.2,60.2,66.5,66.3,C,Term 3,2025,3,2025-Term 3
15642,387,Kelly Martinez,Male,18,Form 4,Nairobi,History,79.6,4.0,81.8,83.5,68.8,75.8,B,Term 3,2025,3,2025-Term 3
15643,387,Kelly Martinez,Male,18,Form 4,Nairobi,Physics,82.4,3.0,59.4,67.0,74.1,69.0,C,Term 3,2025,3,2025-Term 3
15644,388,Jill Kelly,Female,19,Form 4,Nakuru,English,85.4,5.2,72.3,73.3,84.9,78.9,B,Term 1,2023,1,2023-Term 1
15645,388,Jill Kelly,Female,19,Form 4,Nakuru,Mathematics,91.0,3.4,82.5,84.2,90.0,86.8,A,Term 1,2023,1,2023-Term 1
15646,388,Jill Kelly,Female,19,Form 4,Nakuru,Computer Science,80.0,4.3,87.9,91.2,95.8,92.8,A,Term 1,2023,1,2023-Term 1
15647,388,Jill Kelly,Female,19,Form 4,Nakuru,Mathematics,89.6,5.7,86.6,79.6,89.2,85.8,A,Term 2,2023,2,2023-Term 2
15648,388,Jill Kelly,Female,19,Form 4,Nakuru,English,72.8,1.6,70.3,55.0,90.5,75.8,B,Term 2,2023,2,2023-Term 2
15649,388,Jill Kelly,Female,19,Form 4,Nakuru,History,67.5,2.6,62.3,60.5,58.2,59.7,D,Term 2,2023,2,2023-Term 2
15650,388,Jill Kelly,Female,19,Form 4,Nakuru,Physics,81.0,1.4,76.5,74.8,78.6,77.0,B,Term 2,2023,2,2023-Term 2
15651,388,Jill Kelly,Female,19,Form 4,Nakuru,Biology,92.3,0.9,90.6,88.3,79.7,84.4,A,Term 2,2023,2,2023-Term 2
15652,388,Jill Kelly,Female,19,Form 4,Nakuru,Biology,100.0,4.7,73.2,79.3,64.9,70.9,B,Term 3,2023,3,2023-Term 3
15653,388,Jill Kelly,Female,19,Form 4,Nakuru,History,93.0,2.7,70.5,67.5,57.7,63.2,C,Term 3,2023,3,2023-Term 3
15654,388,Jill Kelly,Female,19,Form 4,Nakuru,Computer Science,81.6,2.4,68.9,75.5,93.7,83.3,A,Term 3,2023,3,2023-Term 3
15655,388,Jill Kelly,Female,19,Form 4,Nakuru,English,69.5,3.1,74.7,74.2,75.0,74.7,B,Term 3,2023,3,2023-Term 3
15656,388,Jill Kelly,Female,19,Form 4,Nakuru,Mathematics,77.7,5.5,79.9,91.5,77.2,82.0,A,Term 3,2023,3,2023-Term 3
15657,388,Jill Kelly,Female,19,Form 4,Nakuru,Physics,70.7,2.4,73.9,77.5,74.8,75.4,B,Term 3,2023,3,2023-Term 3
15658,388,Jill Kelly,Female,19,Form 4,Nakuru,Mathematics,90.6,1.4,70.5,84.9,81.7,80.4,A,Term 1,2024,1,2024-Term 1
15659,388,Jill Kelly,Female,19,Form 4,Nakuru,English,89.3,3.3,75.4,75.5,65.3,70.4,B,Term 1,2024,1,2024-Term 1
15660,388,Jill Kelly,Female,19,Form 4,Nakuru,Biology,69.6,3.1,77.0,69.0,76.5,74.3,B,Term 1,2024,1,2024-Term 1
15661,388,Jill Kelly,Female,19,Form 4,Nakuru,History,91.8,0.0,57.2,58.3,51.3,54.5,D,Term 1,2024,1,2024-Term 1
15662,388,Jill Kelly,Female,19,Form 4,Nakuru,English,67.2,5.7,79.4,75.4,77.6,77.3,B,Term 2,2024,2,2024-Term 2
15663,388,Jill Kelly,Female,19,Form 4,Nakuru,Mathematics,79.3,5.1,90.7,100.0,100.0,98.1,A,Term 2,2024,2,2024-Term 2
15664,388,Jill Kelly,Female,19,Form 4,Nakuru,Computer Science,73.7,2.2,61.0,57.9,62.2,60.7,C,Term 2,2024,2,2024-Term 2
15665,388,Jill Kelly,Female,19,Form 4,Nakuru,History,69.2,3.9,77.3,71.9,81.1,77.6,B,Term 2,2024,2,2024-Term 2
15666,388,Jill Kelly,Female,19,Form 4,Nakuru,Biology,84.7,1.9,68.5,76.4,72.4,72.8,B,Term 2,2024,2,2024-Term 2
15667,388,Jill Kelly,Female,19,Form 4,Nakuru,Physics,63.7,6.6,80.9,77.5,73.1,76.0,B,Term 2,2024,2,2024-Term 2
15668,388,Jill Kelly,Female,19,Form 4,Nakuru,Biology,91.6,5.7,73.8,88.6,94.3,88.5,A,Term 3,2024,3,2024-Term 3
15669,388,Jill Kelly,Female,19,Form 4,Nakuru,Physics,85.7,5.0,70.1,78.0,89.9,82.4,A,Term 3,2024,3,2024-Term 3
