feedback_id,teacher_name,subject,academic_term,academic_year,clarity_of_teaching,communication,subject_knowledge,explains_concepts_well,classroom_engagement,availability,use_of_materials,responsiveness,fairness_in_assessment,overall_effectiveness
2727,Joseph Harrison,Mathematics,Term 2,2025,4,2,3,4,5,5,3,4,4,4
2728,Joseph Harrison,Mathematics,Term 2,2025,5,4,5,5,3,3,3,4,3,3
2729,Joseph Harrison,Mathematics,Term 2,2025,3,5,3,2,4,3,4,3,4,2
2730,Joseph Harrison,Mathematics,Term 2,2025,3,5,3,4,4,3,3,5,4,3
2731,Joseph Harrison,Mathematics,Term 3,2025,5,4,4,4,4,3,3,4,4,3
2732,Joseph Harrison,Mathematics,Term 3,2025,3,4,2,5,3,5,5,3,4,4
2733,Joseph Harrison,Mathematics,Term 3,2025,4,5,4,4,5,4,4,3,4,2
2734,Joseph Harrison,Mathematics,Term 3,2025,5,3,3,4,3,5,3,3,4,5
2735,Joseph Harrison,Mathematics,Term 3,2025,4,3,2,4,3,4,2,5,2,2
2736,Joseph Harrison,Mathematics,Term 3,2025,4,2,4,4,2,5,3,3,4,4
2737,Joseph Harrison,Mathematics,Term 3,2025,3,3,3,3,3,4,3,3,4,3
2738,Joseph Harrison,Mathematics,Term 3,2025,3,4,4,5,4,2,4,3,4,3
2739,Joseph Harrison,Mathematics,Term 3,2025,3,4,3,5,3,4,4,4,3,4
2740,Joseph Harrison,Mathematics,Term 3,2025,4,3,3,4,4,3,4,3,4,3
2741,Joseph Harrison,Mathematics,Term 3,2025,3,4,3,3,4,4,3,3,5,3
2742,Joseph Harrison,Mathematics,Term 3,2025,4,3,3,3,3,4,3,3,3,3
2743,Joseph Harrison,Mathematics,Term 3,2025,3,3,3,4,3,4,5,3,3,4
2744,Joseph Harrison,Mathematics,Term 3,2025,5,3,1,3,2,4,3,3,3,4
2745,Joseph Harrison,Mathematics,Term 3,2025,4,3,3,3,4,4,4,3,3,4
2746,Joseph Harrison,Mathematics,Term 3,2025,3,4,4,4,3,1,5,4,3,3
2747,Joseph Harrison,Mathematics,Term 3,2025,3,2,4,4,3,4,4,4,2,3
2748,Joseph Harrison,Mathematics,Term 3,2025,3,3,4,5,4,5,3,4,4,3
2749,Joseph Harrison,Mathematics,Term 3,2025,5,3,2,2,3,4,3,3,3,2
2750,Joseph Harrison,Mathematics,Term 3,2025,3,5,3,4,4,3,4,4,3,4
2751,Joseph Harrison,Mathematics,Term 3,2025,4,4,3,4,3,3,5,5,4,3
2752,Joseph Harrison,Mathematics,Term 3,2025,4,3,5,4,4,5,3,2,4,4
2753,Joseph Harrison,Mathematics,Term 3,2025,4,4,5,4,4,3,2,3,5,3
2754,Joseph Harrison,Mathematics,Term 3,2025,4,3,4,4,4,4,3,4,4,2
2755,Joseph Harrison,Mathematics,Term 3,2025,4,4,4,5,3,4,4,2,4,4
2756,Joseph Harrison,Mathematics,Term 3,2025,3,5,2,3,3,4,4,4,5,2
2757,Joseph Harrison,Mathematics,Term 3,2025,3,2,4,2,3,3,2,4,5,3
2758,Joseph Harrison,Mathematics,Term 3,2025,4,5,4,5,3,3,4,4,4,4
2759,Joseph Harrison,Mathematics,Term 3,2025,4,5,5,3,4,4,4,4,3,4
2760,Joseph Harrison,Mathematics,Term 3,2025,5,3,4,4,3,5,3,4,3,4
2761,Joseph Harrison,Mathematics,Term 3,2025,3,3,4,4,3,5,4,4,3,3
2762,Joseph Harrison,Mathematics,Term 3,2025,3,4,3,4,3,4,4,2,5,3
2763,Joseph Harrison,Mathematics,Term 3,2025,4,2,4,3,5,4,3,5,4,4
2764,Joseph Harrison,Mathematics,Term 3,2025,4,4,4,4,2,4,3,4,2,3
2765,Joseph Harrison,Mathematics,Term 3,2025,4,3,2,4,3,3,4,1,3,5
2766,Joseph Harrison,Mathematics,Term 3,2025,3,3,4,4,4,4,5,4,4,4
2767,Joseph Harrison,Mathematics,Term 3,2025,5,4,3,5,3,5,3,5,4,5
2768,Joseph Harrison,Mathematics,Term 3,2025,3,4,4,5,3,4,3,4,4,4
2769,Matthew Dawson,History,Term 1,2023,3,2,2,3,3,2,3,2,3,3
2770,Matthew Dawson,History,Term 1,2023,2,2,4,2,4,4,3,3,2,2
2771,Matthew Dawson,History,Term 1,2023,3,1,3,4,4,3,2,3,2,3
2772,Matthew Dawson,History,Term 1,2023,3,2,4,3,3,3,3,3,3,2
2773,Matthew Dawson,History,Term 1,2023,2,3,2,3,4,3,3,3,3,3
2774,Matthew Dawson,History,Term 1,2023,3,3,4,3,2,4,5,4,3,3
2775,Matthew Dawson,History,Term 1,2023,3,4,4,3,4,3,3,3,3,2
2776,Matthew Dawson,History,Term 1,2023,2,3,4,3,4,3,2,3,3,3
2777,Matthew Dawson,History,Term 1,2023,2,3,2,2,3,3,2,3,2,2
2778,Matthew Dawson,History,Term 1,2023,3,4,3,1,1,3,4,2,2,3
2779,Matthew Dawson,History,Term 1,2023,3,3,3,3,3,3,2,4,3,2
2780,Matthew Dawson,History,Term 1,2023,3,3,2,2,3,2,4,4,3,3
2781,Matthew Dawson,History,Term 1,2023,2,3,2,3,2,3,2,3,3,1
2782,Matthew Dawson,History,Term 1,2023,1,3,3,3,3,4,3,4,2,2
2783,Matthew Dawson,History,Term 1,2023,2,2,3,4,1,2,4,2,3,2
2784,Matthew Dawson,History,Term 1,2023,2,3,1,2,4,3,2,2,3,4
2785,Matthew Dawson,History,Term 1,2023,3,3,3,3,1,2,2,2,3,3
2786,Matthew Dawson,History,Term 1,2023,2,4,4,3,5,3,4,3,4,2
2787,Matthew Dawson,History,Term 1,2023,2,3,2,2,1,3,4,3,2,2
2788,Matthew Dawson,History,Term 1,2023,3,1,3,3,3,2,2,1,4,3
2789,Matthew Dawson,History,Term 1,2023,3,2,3,3,2,4,2,4,3,3
2790,Matthew Dawson,History,Term 1,2023,3,4,3,4,1,3,3,2,3,3
2791,Matthew Dawson,History,Term 1,2023,2,3,4,4,4,2,2,3,3,3
2792,Matthew Dawson,History,Term 1,2023,3,3,3,2,3,3,3,1,3,3
2793,Matthew Dawson,History,Term 1,2023,4,4,2,4,3,3,2,3,4,3
2794,Matthew Dawson,History,Term 1,2023,2,3,4,3,3,4,3,2,3,3
2795,Matthew Dawson,History,Term 1,2023,3,4,2,2,3,2,3,3,3,2
2796,Matthew Dawson,History,Term 1,2023,4,2,2,3,3,1,3,3,2,2
2797,Matthew Dawson,History,Term 1,2023,3,4,4,2,3,3,3,4,2,3
2798,Matthew Dawson,History,Term 1,2023,3,2,4,3,4,2,3,3,3,3
2799,Matthew Dawson,History,Term 1,2023,4,2,4,3,2,1,2,4,3,3
2800,Matthew Dawson,History,Term 1,2023,3,3,2,4,1,4,1,2,2,2
2801,Matthew Dawson,History,Term 2,2023,2,3,3,3,2,2,4,3,2,2
2802,Matthew Dawson,History,Term 2,2023,3,4,4,5,3,3,3,4,2,1
2803,Matthew Dawson,History,Term 2,2023,1,4,3,3,2,3,3,3,2,2
2804,Matthew Dawson,History,Term 2,2023,3,3,4,4,2,2,4,4,3,2
2805,Matthew Dawson,History,Term 2,2023,3,2,4,3,3,2,1,2,3,2
2806,Matthew Dawson,History,Term 2,2023,3,2,3,3,3,2,3,2,3,3
2807,Matthew Dawson,History,Term 2,2023,3,2,2,4,4,3,2,3,2,2
2808,Matthew Dawson,History,Term 2,2023,3,4,4,2,3,3,2,4,5,3
2809,Matthew Dawson,History,Term 2,2023,4,2,3,3,4,2,4,2,4,3
2810,Matthew Dawson,History,Term 2,2023,4,3,3,2,4,3,4,3,3,2
2811,Matthew Dawson,History,Term 2,2023,3,2,3,2,3,4,4,3,2,4
2812,Matthew Dawson,History,Term 2,2023,2,4,3,5,3,3,2,2,3,3
2813,Matthew Dawson,History,Term 2,2023,3,2,5,3,3,2,2,4,3,2
2814,Matthew Dawson,History,Term 2,2023,2,2,4,4,3,3,4,4,3,3
2815,Matthew Dawson,History,Term 2,2023,3,2,2,2,3,3,3,4,3,4
2816,Matthew Dawson,History,Term 3,2023,3,3,3,4,3,3,4,2,3,3
2817,Matthew Dawson,History,Term 3,2023,3,3,3,5,3,2,3,2,2,2
2818,Matthew Dawson,History,Term 3,2023,3,2,2,2,3,2,2,4,3,2
2819,Matthew Dawson,History,Term 3,2023,3,4,3,2,3,2,2,2,2,3
2820,Matthew Dawson,History,Term 3,2023,2,3,3,3,3,2,2,2,2,2
2821,Matthew Dawson,History,Term 3,2023,3,2,3,4,4,3,4,3,2,2
2822,Matthew Dawson,History,Term 3,2023,3,3,4,2,3,3,2,3,2,2
2823,Matthew Dawson,History,Term 3,2023,3,2,4,4,2,3,4,2,3,2
2824,Matthew Dawson,History,Term 3,2023,3,1,3,3,3,3,2,3,3,4
2825,Matthew Dawson,History,Term 3,2023,2,2,2,4,2,2,1,3,5,4
2826,Matthew Dawson,History,Term 3,2023,3,4,2,4,3,3,2,3,5,4
2827,Matthew Dawson,History,Term 3,2023,2,1,2,3,2,3,3,4,1,3
2828,Matthew Dawson,History,Term 3,2023,3,1,2,4,3,3,2,2,3,4
2829,Matthew Dawson,History,Term 3,2023,2,3,3,4,3,4,2,3,3,2
2830,Matthew Dawson,History,Term 3,2023,2,4,2,1,2,2,3,3,3,2
2831,Matthew Dawson,History,Term 3,2023,2,4,3,3,3,2,2,3,4,3
2832,Matthew Dawson,History,Term 1,2024,2,3,3,4,3,2,3,2,3,5
2833,Matthew Dawson,History,Term 1,2024,3,1,3,4,3,3,3,3,3,3
2834,Matthew Dawson,History,Term 1,2024,3,3,3,4,2,3,3,3,2,2
2835,Matthew Dawson,History,Term 1,2024,4,3,3,2,3,3,4,2,3,4
2836,Matthew Dawson,History,Term 1,2024,3,2,4,3,3,2,2,3,2,2
2837,Matthew Dawson,History,Term 1,2024,2,1,2,2,2,2,3,4,2,2
2838,Matthew Dawson,History,Term 1,2024,4,3,3,3,2,2,3,4,1,3
2839,Matthew Dawson,History,Term 1,2024,2,1,2,3,3,2,3,1,2,3
2840,Matthew Dawson,History,Term 1,2024,3,4,3,2,4,2,4,4,2,3
2841,Matthew Dawson,History,Term 1,2024,3,3,4,3,4,3,3,3,1,2
2842,Matthew Dawson,History,Term 1,2024,3,3,3,2,3,2,4,2,2,3
2843,Matthew Dawson,History,Term 1,2024,4,4,3,2,4,3,2,3,3,2
2844,Matthew Dawson,History,Term 1,2024,3,1,2,3,2,3,4,3,2,3
2845,Matthew Dawson,History,Term 1,2024,3,4,3,3,3,3,2,4,3,3
2846,Matthew Dawson,History,Term 1,2024,2,2,3,4,3,1,3,2,3,3
2847,Matthew Dawson,History,Term 1,2024,5,1,2,1,3,4,4,1,3,4
2848,Matthew Dawson,History,Term 1,2024,3,2,4,3,4,3,5,4,3,2
2849,Matthew Dawson,History,Term 1,2024,2,3,3,4,1,4,2,2,4,2
2850,Matthew Dawson,History,Term 1,2024,2,2,3,4,4,4,3,3,3,3
2851,Matthew Dawson,History,Term 1,2024,3,3,3,3,2,4,2,3,2,2
2852,Matthew Dawson,History,Term 1,2024,1,2,3,2,4,2,3,3,3,3
2853,Matthew Dawson,History,Term 1,2024,3,2,3,2,3,3,4,3,4,3
2854,Matthew Dawson,History,Term 2,2024,3,2,3,3,2,2,4,3,3,4
2855,Matthew Dawson,History,Term 2,2024,3,2,2,3,2,3,2,3,3,4
2856,Matthew Dawson,History,Term 2,2024,3,3,2,2,4,2,5,2,3,3
2857,Matthew Dawson,History,Term 2,2024,2,3,4,2,2,4,2,2,4,3
2858,Matthew Dawson,History,Term 2,2024,4,2,2,3,3,3,4,3,3,4
2859,Matthew Dawson,History,Term 2,2024,2,3,3,2,3,3,2,2,2,3
2860,Matthew Dawson,History,Term 2,2024,2,2,4,3,3,2,4,4,3,2
2861,Matthew Dawson,History,Term 2,2024,3,2,2,3,3,3,5,4,1,3
2862,Matthew Dawson,History,Term 2,2024,5,4,2,3,3,2,3,4,4,3
2863,Matthew Dawson,History,Term 2,2024,2,4,4,2,2,3,2,4,3,4
2864,Matthew Dawson,History,Term 2,2024,2,2,3,3,3,2,3,2,1,2
2865,Matthew Dawson,History,Term 2,2024,3,2,3,4,3,2,3,3,3,4
2866,Matthew Dawson,History,Term 2,2024,2,3,3,3,4,3,3,3,3,2
2867,Matthew Dawson,History,Term 2,2024,3,3,2,3,2,3,3,4,3,3
2868,Matthew Dawson,History,Term 2,2024,3,3,3,3,4,2,3,3,3,3
2869,Matthew Dawson,History,Term 2,2024,3,2,2,4,4,3,2,3,3,2
2870,Matthew Dawson,History,Term 2,2024,3,5,3,3,2,3,3,5,3,3
2871,Matthew Dawson,History,Term 2,2024,4,1,2,3,3,1,4,2,2,3
2872,Matthew Dawson,History,Term 2,2024,5,1,3,1,3,1,2,3,4,3
2873,Matthew Dawson,History,Term 2,2024,3,3,2,3,3,3,3,4,3,3
2874,Matthew Dawson,History,Term 2,2024,3,1,3,2,3,3,3,2,4,3
2875,Matthew Dawson,History,Term 2,2024,3,3,4,3,3,3,3,2,3,3
2876,Matthew Dawson,History,Term 2,2024,3,4,3,2,3,2,2,2,2,2
2877,Matthew Dawson,History,Term 2,2024,4,2,1,2,3,1,3,3,3,3
2878,Matthew Dawson,History,Term 2,2024,2,2,2,2,2,2,2,3,3,2
2879,Matthew Dawson,History,Term 2,2024,2,2,3,2,3,4,2,2,4,3
2880,Matthew Dawson,History,Term 2,2024,3,4,5,4,2,3,2,3,3,3
2881,Matthew Dawson,History,Term 2,2024,3,4,3,3,3,3,3,3,4,3
2882,Matthew Dawson,History,Term 3,2024,2,3,3,3,3,2,2,3,3,3
2883,Matthew Dawson,History,Term 3,2024,2,5,3,3,2,2,3,3,2,4
2884,Matthew Dawson,History,Term 3,2024,3,2,2,2,2,3,3,4,3,4
2885,Matthew Dawson,History,Term 3,2024,2,3,3,2,3,4,2,4,3,3
2886,Matthew Dawson,History,Term 3,2024,3,4,4,3,4,4,3,3,1,2
2887,Matthew Dawson,History,Term 3,2024,3,2,2,4,3,4,3,2,2,3
2888,Matthew Dawson,History,Term 3,2024,3,3,3,3,3,2,2,3,2,3
2889,Matthew Dawson,History,Term 3,2024,3,1,2,4,2,4,2,4,3,3
2890,Matthew Dawson,History,Term 3,2024,3,4,3,3,2,3,2,2,1,3
2891,Matthew Dawson,History,Term 3,2024,3,2,4,2,3,3,2,3,3,3
2892,Matthew Dawson,History,Term 3,2024,3,3,2,4,3,2,2,4,2,3
2893,Matthew Dawson,History,Term 3,2024,3,3,4,2,2,3,4,3,3,2
2894,Matthew Dawson,History,Term 3,2024,4,3,4,3,3,4,3,2,3,4
2895,Matthew Dawson,History,Term 3,2024,2,3,4,3,2,2,3,4,2,3
2896,Matthew Dawson,History,Term 3,2024,3,3,3,1,3,4,2,4,2,3
2897,Matthew Dawson,History,Term 3,2024,3,4,1,3,3,3,3,3,4,2
2898,Matthew Dawson,History,Term 3,2024,3,4,4,1,2,4,3,5,3,3
2899,Matthew Dawson,History,Term 3,2024,3,4,5,3,4,3,3,3,2,4
2900,Matthew Dawson,History,Term 3,2024,3,2,2,2,3,4,2,2,1,2
2901,Matthew Dawson,History,Term 3,2024,2,4,2,3,3,3,2,4,3,2
2902,Matthew Dawson,History,Term 3,2024,3,3,2,3,3,3,3,3,3,4
2903,Matthew Dawson,History,Term 3,2024,2,1,3,4,3,2,3,1,3,1
2904,Matthew Dawson,History,Term 3,2024,2,5,2,3,3,2,4,2,3,3
2905,Matthew Dawson,History,Term 3,2024,3,5,2,3,4,2,3,3,2,2
2906,Matthew Dawson,History,Term 3,2024,1,2,1,3,1,2,3,3,3,3
2907,Matthew Dawson,History,Term 3,2024,2,3,1,3,2,2,3,3,3,2
2908,Matthew Dawson,History,Term 3,2024,1,3,2,1,2,3,3,3,2,3
2909,Matthew Dawson,History,Term 3,2024,4,3,2,2,3,4,1,3,2,2
2910,Matthew Dawson,History,Term 1,2025,2,2,2,2,3,3,3,3,3,3
2911,Matthew Dawson,History,Term 1,2025,2,2,2,3,3,3,4,4,2,1
2912,Matthew Dawson,History,Term 1,2025,4,3,3,3,3,3,3,2,2,4
2913,Matthew Dawson,History,Term 1,2025,4,3,3,3,3,3,4,4,2,3
2914,Matthew Dawson,History,Term 1,2025,2,3,2,4,2,2,2,2,3,4
2915,Matthew Dawson,History,Term 1,2025,2,3,2,2,4,2,2,4,3,5
2916,Matthew Dawson,History,Term 1,2025,3,3,2,3,2,2,2,3,5,3
2917,Matthew Dawson,History,Term 1,2025,3,3,3,1,3,4,3,3,3,4
2918,Matthew Dawson,History,Term 1,2025,2,3,3,2,2,3,4,2,2,3
2919,Matthew Dawson,History,Term 1,2025,3,2,2,3,2,3,1,3,3,3
2920,Matthew Dawson,History,Term 1,2025,1,2,3,5,3,4,4,3,4,4
2921,Matthew Dawson,History,Term 1,2025,3,2,3,3,2,3,2,2,2,2
2922,Matthew Dawson,History,Term 1,2025,2,4,2,4,5,2,3,3,1,3
2923,Matthew Dawson,History,Term 1,2025,3,4,3,3,2,1,3,4,2,3
2924,Matthew Dawson,History,Term 1,2025,3,2,4,3,3,2,4,2,3,4
2925,Matthew Dawson,History,Term 1,2025,3,3,4,5,2,3,4,3,1,4
2926,Matthew Dawson,History,Term 1,2025,3,2,3,3,2,3,3,2,3,4
2927,Matthew Dawson,History,Term 1,2025,1,3,3,3,3,3,4,3,2,2
2928,Matthew Dawson,History,Term 1,2025,2,4,2,3,4,3,3,3,2,2
2929,Matthew Dawson,History,Term 1,2025,3,3,2,4,3,3,3,2,2,4
2930,Matthew Dawson,History,Term 1,2025,4,2,3,3,3,4,3,3,1,1
2931,Matthew Dawson,History,Term 1,2025,2,2,3,4,3,2,3,3,3,2
2932,Matthew Dawson,History,Term 1,2025,3,2,3,3,3,2,4,3,4,3
2933,Matthew Dawson,History,Term 1,2025,2,3,4,3,2,4,3,4,2,3
2934,Matthew Dawson,History,Term 1,2025,3,3,3,1,3,3,2,3,4,2
2935,Matthew Dawson,History,Term 1,2025,3,2,2,3,2,3,4,3,3,2
2936,Matthew Dawson,History,Term 1,2025,4,4,3,3,3,2,3,2,4,2
2937,Matthew Dawson,History,Term 1,2025,2,3,3,3,4,3,3,2,2,2
2938,Matthew Dawson,History,Term 2,2025,2,2,2,3,3,2,4,2,2,2
2939,Matthew Dawson,History,Term 2,2025,4,4,2,3,3,5,1,3,3,4
2940,Matthew Dawson,History,Term 2,2025,3,1,2,3,2,3,2,2,3,3
2941,Matthew Dawson,History,Term 2,2025,3,2,3,3,3,1,2,2,2,3
2942,Matthew Dawson,History,Term 2,2025,2,1,2,3,3,2,3,3,5,3
2943,Matthew Dawson,History,Term 2,2025,3,4,3,3,3,4,3,2,3,3
2944,Matthew Dawson,History,Term 2,2025,3,3,4,2,2,3,2,2,3,3
2945,Matthew Dawson,History,Term 2,2025,4,2,4,3,3,3,2,2,3,3
2946,Matthew Dawson,History,Term 2,2025,1,2,3,3,3,2,2,3,2,2
2947,Matthew Dawson,History,Term 2,2025,2,2,1,2,3,3,1,2,2,3
2948,Matthew Dawson,History,Term 2,2025,1,3,4,4,3,3,4,3,2,4
2949,Matthew Dawson,History,Term 2,2025,3,2,3,2,2,4,1,3,2,2
2950,Matthew Dawson,History,Term 2,2025,2,3,3,3,3,3,2,3,3,2
2951,Matthew Dawson,History,Term 2,2025,2,4,2,3,2,2,4,3,2,4
2952,Matthew Dawson,History,Term 2,2025,2,3,4,3,3,3,2,2,4,2
2953,Matthew Dawson,History,Term 3,2025,2,2,2,3,2,1,4,3,2,3
2954,Matthew Dawson,History,Term 3,2025,2,3,2,1,4,2,4,3,2,2
2955,Matthew Dawson,History,Term 3,2025,3,3,4,3,3,3,2,4,3,3
2956,Matthew Dawson,History,Term 3,2025,1,3,3,4,2,4,3,4,3,2
2957,Matthew Dawson,History,Term 3,2025,4,2,2,3,3,3,3,3,3,2
2958,Matthew Dawson,History,Term 3,2025,1,3,2,2,3,3,3,3,2,4
2959,Matthew Dawson,History,Term 3,2025,4,3,4,1,4,3,4,2,2,3
2960,Matthew Dawson,History,Term 3,2025,2,3,3,1,3,1,5,3,2,1
2961,Matthew Dawson,History,Term 3,2025,3,3,3,2,3,1,2,3,2,3
2962,Matthew Dawson,History,Term 3,2025,2,3,2,4,2,4,3,2,3,3
2963,Matthew Dawson,History,Term 3,2025,2,2,3,4,3,2,2,4,3,2
2964,Matthew Dawson,History,Term 3,2025,2,2,4,2,2,1,3,4,3,3
2965,Matthew Dawson,History,Term 3,2025,2,2,3,3,3,1,3,4,2,1
2966,Matthew Dawson,History,Term 3,2025,4,1,4,3,5,2,3,1,4,3
2967,Matthew Dawson,History,Term 3,2025,3,4,2,3,4,2,4,3,2,3
2968,Matthew Dawson,History,Term 3,2025,5,3,4,3,3,3,3,2,2,2
2969,Matthew Dawson,History,Term 3,2025,4,1,3,3,3,2,4,3,5,2
2970,Matthew Dawson,History,Term 3,2025,3,3,2,2,4,2,3,2,4,2
2971,Matthew Dawson,History,Term 3,2025,4,2,3,3,3,2,3,3,2,2
2972,Matthew Dawson,History,Term 3,2025,2,3,4,3,2,3,3,3,3,2
2973,Matthew Dawson,History,Term 3,2025,3,3,2,5,1,4,2,3,3,1
2974,Matthew Dawson,History,Term 3,2025,5,3,2,3,3,3,2,4,4,4
2975,Matthew Dawson,History,Term 3,2025,3,4,4,1,5,3,2,3,2,2
2976,Matthew Dawson,History,Term 3,2025,4,4,1,4,3,3,2,3,4,2
2977,Matthew Dawson,History,Term 3,2025,3,4,2,2,3,4,3,4,1,2
2978,Matthew Dawson,History,Term 3,2025,3,2,2,3,2,2,3,2,4,3
2979,Matthew Dawson,History,Term 3,2025,2,4,3,1,1,2,2,3,3,2
2980,Matthew Dawson,History,Term 3,2025,3,2,2,2,5,2,2,3,4,3
2981,Matthew Dawson,History,Term 3,2025,3,4,3,2,4,3,2,2,3,2
2982,Matthew Dawson,History,Term 3,2025,3,3,4,2,2,3,2,2,3,2
2983,Matthew Dawson,History,Term 3,2025,2,1,4,3,4,1,4,3,1,3
2984,Matthew Dawson,History,Term 3,2025,2,4,2,4,1,3,3,4,1,3
2985,Matthew Dawson,History,Term 3,2025,4,2,2,1,3,3,2,2,2,3
2986,Matthew Dawson,History,Term 3,2025,3,3,3,3,4,2,2,2,2,4
2987,Matthew Dawson,History,Term 3,2025,3,2,3,3,3,3,3,4,2,3
2988,Matthew Dawson,History,Term 3,2025,3,3,2,2,2,3,3,3,3,1
2989,Matthew Dawson,History,Term 3,2025,4,2,3,2,2,4,4,3,2,4
2990,Matthew Dawson,History,Term 3,2025,3,3,5,4,2,1,2,4,2,3
2991,Danielle Ross,Physics,Term 1,2023,3,3,3,3,3,3,4,4,4,2
2992,Danielle Ross,Physics,Term 1,2023,2,3,4,3,3,4,5,2,4,3
2993,Danielle Ross,Physics,Term 1,2023,3,4,3,2,3,3,3,3,3,4
2994,Danielle Ross,Physics,Term 1,2023,3,2,2,4,4,3,3,3,4,3
2995,Danielle Ross,Physics,Term 1,2023,4,5,2,3,4,2,3,2,5,3
2996,Danielle Ross,Physics,Term 1,2023,3,3,3,3,2,2,4,4,4,2
2997,Danielle Ross,Physics,Term 1,2023,4,2,3,2,5,3,3,3,4,2
2998,Danielle Ross,Physics,Term 1,2023,4,3,1,2,5,4,3,4,2,4
2999,Danielle Ross,Physics,Term 1,2023,4,3,4,4,1,2,3,4,3,3
3000,Danielle Ross,Physics,Term 1,2023,3,3,2,3,3,3,3,4,2,3
3001,Danielle Ross,Physics,Term 1,2023,2,3,3,2,4,4,3,3,3,2
3002,Danielle Ross,Physics,Term 1,2023,3,4,4,4,4,3,3,3,3,4
3003,Danielle Ross,Physics,Term 1,2023,3,3,5,2,4,2,3,2,3,3
3004,Danielle Ross,Physics,Term 1,2023,2,2,2,5,2,3,1,3,4,4
3005,Danielle Ross,Physics,Term 1,2023,3,4,3,3,2,2,3,4,4,2
3006,Danielle Ross,Physics,Term 1,2023,3,4,4,3,2,3,4,3,3,2
3007,Danielle Ross,Physics,Term 1,2023,4,3,3,4,4,2,3,3,3,4
3008,Danielle Ross,Physics,Term 1,2023,2,4,3,2,3,4,3,3,3,3
3009,Danielle Ross,Physics,Term 1,2023,3,2,3,4,3,4,3,2,5,3
3010,Danielle Ross,Physics,Term 1,2023,3,3,3,3,3,3,2,3,2,3
3011,Danielle Ross,Physics,Term 1,2023,3,5,3,1,2,3,4,3,4,3
3012,Danielle Ross,Physics,Term 1,2023,5,3,4,2,2,3,4,2,4,3
3013,Danielle Ross,Physics,Term 1,2023,3,3,3,2,4,4,3,4,4,4
3014,Danielle Ross,Physics,Term 1,2023,3,3,3,2,3,3,1,1,4,2
3015,Danielle Ross,Physics,Term 1,2023,4,2,4,4,4,2,3,3,2,3
3016,Danielle Ross,Physics,Term 1,2023,2,2,3,2,4,4,3,4,2,3
3017,Danielle Ross,Physics,Term 1,2023,3,2,4,2,4,3,2,3,3,4
3018,Danielle Ross,Physics,Term 1,2023,2,3,2,2,3,2,3,2,3,4
3019,Danielle Ross,Physics,Term 1,2023,4,2,3,2,3,2,3,3,3,4
3020,Danielle Ross,Physics,Term 1,2023,4,3,1,4,4,3,3,4,4,2
3021,Danielle Ross,Physics,Term 1,2023,3,2,3,3,1,4,4,4,4,2
3022,Danielle Ross,Physics,Term 1,2023,5,3,3,4,4,4,3,4,2,3
3023,Danielle Ross,Physics,Term 1,2023,3,3,4,4,3,2,2,4,3,3
3024,Danielle Ross,Physics,Term 1,2023,2,4,5,3,4,2,4,4,3,4
3025,Danielle Ross,Physics,Term 1,2023,3,3,2,2,3,3,3,4,2,4
3026,Danielle Ross,Physics,Term 1,2023,2,3,3,2,5,3,4,2,3,2
3027,Danielle Ross,Physics,Term 1,2023,2,3,3,4,5,2,3,4,2,3
3028,Danielle Ross,Physics,Term 2,2023,3,3,2,3,3,3,4,3,5,4
3029,Danielle Ross,Physics,Term 2,2023,4,2,3,3,3,3,3,3,4,3
3030,Danielle Ross,Physics,Term 2,2023,3,2,3,3,4,2,3,3,2,3
3031,Danielle Ross,Physics,Term 2,2023,4,3,3,3,5,3,2,2,3,3
3032,Danielle Ross,Physics,Term 2,2023,3,4,4,3,2,4,3,3,3,3
3033,Danielle Ross,Physics,Term 2,2023,2,3,3,3,2,4,2,3,3,2
3034,Danielle Ross,Physics,Term 2,2023,3,4,3,1,4,3,3,3,4,4
3035,Danielle Ross,Physics,Term 2,2023,5,4,3,3,2,4,3,2,4,4
3036,Danielle Ross,Physics,Term 2,2023,4,3,2,4,3,3,4,2,3,2
3037,Danielle Ross,Physics,Term 2,2023,3,3,2,3,4,4,3,3,2,4
3038,Danielle Ross,Physics,Term 2,2023,3,4,4,4,2,5,3,4,4,3
3039,Danielle Ross,Physics,Term 2,2023,2,3,2,5,3,4,4,2,3,4
3040,Danielle Ross,Physics,Term 2,2023,3,2,3,3,4,2,3,4,2,3
3041,Danielle Ross,Physics,Term 2,2023,3,4,3,3,3,3,3,4,4,3
3042,Danielle Ross,Physics,Term 2,2023,4,5,4,3,2,3,3,5,3,4
3043,Danielle Ross,Physics,Term 2,2023,3,3,2,3,3,2,2,3,2,3
3044,Danielle Ross,Physics,Term 2,2023,3,2,3,3,4,4,3,3,2,3
3045,Danielle Ross,Physics,Term 2,2023,2,4,2,3,3,5,4,4,3,4
3046,Danielle Ross,Physics,Term 2,2023,3,3,4,3,2,2,4,3,4,2
3047,Danielle Ross,Physics,Term 2,2023,4,2,2,2,3,3,2,2,4,3
3048,Danielle Ross,Physics,Term 2,2023,3,3,2,3,3,2,2,3,4,3
3049,Danielle Ross,Physics,Term 2,2023,4,4,4,4,2,3,2,3,1,4
3050,Danielle Ross,Physics,Term 2,2023,4,2,3,4,3,2,3,4,2,2
3051,Danielle Ross,Physics,Term 2,2023,3,3,3,3,3,3,1,3,4,4
